version,run_number,energibridge_time_sec
before,1,5.214278
before,2,5.0109205
before,3,5.0138507
before,4,5.0147605
before,5,5.0161757
before,6,5.0127225
before,7,5.01088
before,8,5.017919
before,9,5.0169497
before,10,5.0136733
before,11,5.014011
before,12,5.017413
before,13,5.014056
before,14,5.0158668
before,15,5.016073
before,16,5.010097
before,17,5.018291
before,18,5.015447
before,19,5.012752
before,20,5.015739
before,21,5.015822
before,22,5.015911
before,23,5.014881
before,24,5.0147214
before,25,5.0122547
before,26,5.0105214
before,27,5.0137305
before,28,5.010747
before,29,5.0122886
before,30,5.0131316
before,31,5.0141706
before,32,5.0123725
before,33,5.0123734
before,34,5.014907
before,35,5.01579
before,36,5.0157423
before,37,5.016373
before,38,5.0135036
before,39,5.0131345
before,40,5.013245
after,1,5.0133357
after,2,5.0119767
after,3,5.015201
after,4,5.0138
after,5,5.012777
after,6,5.01372
after,7,5.014772
after,8,5.0163803
after,9,5.009883
after,10,5.0166464
after,11,5.01082
after,12,5.016078
after,13,5.0167212
after,14,5.0151744
after,15,5.013448
after,16,5.0197887
after,17,5.013878
after,18,5.0126414
after,19,5.015929
after,20,5.014894
after,21,5.014066
after,22,5.01214
after,23,5.0160832
after,24,5.0112047
after,25,5.0150003
after,26,5.0135665
after,27,5.017747
after,28,5.0148916
after,29,5.014232
after,30,5.013899
after,31,5.017933
after,32,5.018255
after,33,5.0140643
after,34,5.010642
after,35,5.013949
after,36,5.013343
after,37,5.0129237
after,38,5.015654
after,39,5.01091
after,40,5.0159354
