version,run_number,energibridge_time_sec
before,2,0.20299685
before,3,0.20287451
before,5,0.20239021
before,6,0.20268336
before,8,0.2017415
before,10,0.20342596
before,17,0.20349362
before,18,0.20170179
before,19,0.20277402
before,20,0.20215884
before,21,0.20266421
before,22,0.20333868
before,23,0.20284438
before,24,0.20288263
before,25,0.20314534
before,26,0.20269476
before,27,0.20222159
before,28,0.2019572
before,29,0.2016575
before,32,0.20329738
before,33,0.20268685
before,34,0.20280291
before,37,0.20239286
before,39,0.20270409
before,40,0.20359148
after_careful_mock,1,0.20257108
after_careful_mock,4,0.20181563
after_careful_mock,8,0.20352402
after_careful_mock,9,0.20320971
after_careful_mock,10,0.20194897
after_careful_mock,11,0.20281297
after_careful_mock,14,0.20242149
after_careful_mock,19,0.20245671
after_careful_mock,22,0.20285746
after_careful_mock,23,0.2032123
after_careful_mock,24,0.20205332
after_careful_mock,27,0.20269413
after_careful_mock,29,0.2035999
after_careful_mock,30,0.2036203
after_careful_mock,31,0.20271246
after_careful_mock,33,0.20272337
after_careful_mock,35,0.20198214
after_careful_mock,37,0.2026269
