version,run_number,energibridge_time_sec
before,1,2.4037461
before,2,2.2040327
before,3,2.2038093
before,4,2.204487
before,5,2.4028392
before,6,2.6033337
before,7,2.2034476
before,8,2.2036552
before,9,2.204905
before,10,2.2033675
before,11,2.2047837
before,12,2.2036366
before,13,2.4044983
before,14,2.2042282
before,15,2.2036998
before,16,2.2043073
before,17,2.4041247
before,18,2.4032204
before,19,2.2042794
before,20,2.2044344
before,21,2.204055
before,22,2.2036
before,23,2.204
before,24,2.4046206
before,25,2.2032309
before,26,2.204679
before,27,2.2039711
before,28,2.204282
before,29,2.4041789
before,30,2.2038567
before,31,2.2041314
before,32,2.2039864
before,33,2.2043464
before,34,2.2044601
before,35,2.2033129
before,36,2.204274
before,37,2.2042866
before,38,2.2037451
before,39,2.2044823
before,40,2.2041316
after,1,2.404636
after,2,2.2043402
after,3,2.204729
after,4,2.202795
after,5,2.2032046
after,6,2.6032312
after,7,4.006222
after,8,3.0054874
after,9,2.204309
after,10,2.203715
after,11,2.2037401
after,12,2.203727
after,13,2.2039983
after,14,2.203647
after,15,2.2037604
after,16,2.2026606
after,17,2.204052
after,18,2.2044425
after,19,2.2037015
after,20,2.2036343
after,21,2.2044559
after,22,2.2042437
after,23,2.2042823
after,24,2.2039256
after,25,2.20428
after,26,2.2043278
after,27,2.2040415
after,28,2.204216
after,29,2.404966
after,30,2.2045157
after,31,2.2043009
after,32,2.2047365
after,33,2.204011
after,34,2.2043507
after,35,2.2043302
after,36,2.2041798
after,37,2.2039804
after,38,2.20453
after,39,2.20367
after,40,2.2044697
