version,run_number,energibridge_time_sec
before,1,58.2462
before,2,58.245514
before,3,58.24954
before,4,58.445118
before,5,58.24145
before,6,58.24854
before,7,58.45059
before,8,58.440437
before,9,58.243584
before,10,58.444653
before,11,58.252224
before,12,58.25289
before,13,58.04991
before,14,58.25066
before,15,58.24535
before,16,58.254513
before,17,58.238644
before,18,58.238655
before,19,58.240936
before,20,58.25681
before,21,58.247147
before,22,58.2524
before,23,58.240707
before,24,58.24347
before,25,58.247658
before,26,58.253124
before,27,58.23864
before,28,58.257828
before,29,58.24649
before,30,58.258736
before,31,58.248817
before,32,58.248116
before,33,58.25685
before,34,58.434624
before,35,58.245743
before,36,58.2413
before,37,58.240196
before,38,58.254818
before,39,58.249695
before,40,58.252125
after,1,44.826294
after,2,43.633087
after,3,43.62642
after,4,43.824955
after,5,43.629337
after,6,43.631
after,7,43.63638
after,8,43.83028
after,9,43.629833
after,10,43.63196
after,11,43.62729
after,12,43.83152
after,13,43.437485
after,14,43.631927
after,15,43.632313
after,16,43.6247
after,17,47.436478
after,18,43.62748
after,19,44.030594
after,20,43.838688
after,21,43.43824
after,22,43.624474
after,23,43.62535
after,24,43.631878
after,25,43.624866
after,26,43.433567
after,27,43.629795
after,28,43.627808
after,29,43.634888
after,30,43.426403
after,32,43.626766
after,33,43.625637
after,34,43.62645
after,35,43.431976
after,36,43.433327
after,37,43.626102
after,38,43.83534
after,39,43.637653
after,40,43.625954
