version,run_number,energy_joules,execution_time_sec,average_power_watts
before,1,263.6575012207031,23.018185,11.454313240627059
before,2,262.0369110107422,23.017738,11.384129535697303
before,3,265.07127380371094,23.416256,11.319968222234628
before,4,268.9711608886719,23.619287,11.387776476430972
before,5,265.75140380859375,23.22118,11.444353982381333
before,6,266.7825469970703,23.418005,11.392197883511866
before,7,261.8997344970703,22.81609,11.478729900568867
before,8,265.9984130859375,23.418455,11.358495386904792
before,9,264.873779296875,23.218546,11.40785384652747
before,10,265.19854736328125,23.218412,11.42190720723197
before,11,264.3899383544922,23.016129,11.487159215804368
before,12,263.30332946777344,23.022163,11.436950101855045
before,13,268.0538635253906,23.416817,11.447066590023342
before,14,263.44000244140625,23.218048,11.346345844465747
before,15,261.8931579589844,22.81737,11.47779774614622
before,16,263.7794952392578,23.01554,11.460930103715047
before,17,267.00596618652344,23.415743,11.402839798272618
before,18,264.2880859375,23.01804,11.481780635427691
before,19,268.1841278076172,23.416971,11.452554124426134
before,20,264.51153564453125,23.01514,11.492936199585632
before,21,268.44606018066406,23.417578,11.46344255501846
before,22,263.7235412597656,23.02236,11.455104570503009
before,23,264.7348175048828,23.017181,11.501617748276074
before,24,262.9294128417969,22.816038,11.523885647534286
before,25,268.4674530029297,23.420467,11.462941921821187
before,26,267.1440124511719,25.420643,10.508940015843498
before,27,260.32627868652344,22.01543,11.824719239484464
before,28,262.64111328125,22.616833,11.61263883768563
before,29,261.63763427734375,22.416714,11.67154268361294
before,30,260.13572692871094,22.22067,11.706925440534015
before,31,260.72581481933594,22.418549,11.629914800433157
before,32,265.02752685546875,22.81698,11.615363946300901
before,33,262.7754821777344,22.617907,11.618028236553204
before,34,263.677001953125,22.616816,11.658449268593996
before,35,258.58863830566406,22.217033,11.63920665309648
before,36,262.84234619140625,22.417679,11.724779634475373
before,37,256.7295684814453,22.016617,11.660718287530065
before,38,261.0446014404297,22.41698,11.644949562359859
before,39,257.9269256591797,22.218372,11.608722982006949
before,40,257.2828369140625,22.0176,11.685326144269244
after_careful_mock,1,250.46551513671875,17.80979,14.063361507166494
after_careful_mock,2,248.15859985351562,17.412073,14.252099669781744
after_careful_mock,3,253.4000244140625,18.010674,14.069435958591137
after_careful_mock,4,247.83763122558594,17.212402,14.398782414307192
after_careful_mock,5,245.79342651367188,17.010027,14.449913954497067
after_careful_mock,6,248.76329040527344,17.409859,14.288644750383874
after_careful_mock,8,251.7667694091797,17.81334,14.133608262637983
after_careful_mock,9,249.2515411376953,17.412037,14.314898431337774
after_careful_mock,10,250.57894897460938,17.610037,14.22932552467717
after_careful_mock,11,252.93260192871094,17.811218,14.2007470757312
after_careful_mock,12,247.9552001953125,17.412066,14.24042386442324
after_careful_mock,13,254.12908935546875,18.010752,14.10985445557569
after_careful_mock,14,247.82064819335938,17.410622,14.233876778977763
after_careful_mock,15,249.5435028076172,17.410786,14.332695997045576
after_careful_mock,16,250.00067138671875,17.615412,14.192155788733114
after_careful_mock,17,250.22608947753906,17.612583,14.207234082447705
after_careful_mock,18,243.13433837890625,16.810873,14.462921609062553
after_careful_mock,19,249.55084228515625,17.409899,14.33384778884451
after_careful_mock,20,249.29452514648438,17.41163,14.31770173995682
after_careful_mock,21,247.9100799560547,17.410112,14.239430507744848
after_careful_mock,22,251.96641540527344,17.612955,14.30574343744553
after_careful_mock,23,248.05662536621094,17.411024,14.247101455159152
after_careful_mock,24,251.65914916992188,17.8116,14.128946819484039
after_careful_mock,25,251.5701446533203,17.813105,14.122756512877475
after_careful_mock,26,245.143798828125,17.010597,14.411240171531016
after_careful_mock,27,246.2910614013672,17.213396,14.308104072047561
after_careful_mock,28,254.06512451171875,18.012777,14.1047171411559
after_careful_mock,29,253.49813842773438,17.811098,14.232594668095945
after_careful_mock,30,248.43222045898438,17.414898,14.265499600341291
after_careful_mock,31,255.01417541503906,18.01394,14.156490774091568
after_careful_mock,32,247.77212524414062,17.215069,14.39274656663535
after_careful_mock,33,251.0380401611328,17.613049,14.252957574871495
after_careful_mock,34,245.68984985351562,17.210426,14.275640234211265
after_careful_mock,35,248.0345001220703,17.409891,14.246757783955703
after_careful_mock,36,245.8727569580078,17.211863,14.285075180880058
after_careful_mock,37,251.0370330810547,17.612774,14.25312293685564
after_careful_mock,38,248.96693420410156,17.41348,14.297368142617188
after_careful_mock,39,251.83380126953125,17.811338,14.138960322325659
after_careful_mock,40,250.5210723876953,17.612206,14.224286973914301
