version,run_number,energibridge_time_sec
before,1,100.98222
before,2,100.820175
before,3,100.82421
before,4,100.804184
before,5,100.817894
before,6,100.82217
before,7,100.82214
before,8,100.82207
before,9,100.820496
before,10,100.82808
before,11,100.82234
before,12,100.78033
before,13,100.7999
before,14,100.80103
before,15,100.83672
before,16,100.81717
before,17,100.812325
before,18,100.82349
before,19,100.79873
before,20,100.821434
before,21,100.80227
before,22,100.82804
before,23,100.807
before,24,100.80958
before,25,100.81145
before,26,100.83083
before,27,100.82493
before,28,100.81551
before,29,100.82576
before,30,100.82096
before,31,100.82348
before,32,100.82441
before,33,100.83126
before,34,100.82036
before,35,100.7987
before,36,100.80422
before,37,100.82752
before,38,100.81749
before,39,100.82499
before,40,100.82558
after_careful_mock,1,0.80719656
after_careful_mock,2,0.6058486
after_careful_mock,3,0.6030378
after_careful_mock,4,0.6030907
after_careful_mock,5,0.60244125
after_careful_mock,6,0.6031051
after_careful_mock,7,0.8030899
after_careful_mock,8,0.6031158
after_careful_mock,9,0.6025537
after_careful_mock,10,0.60325694
after_careful_mock,11,0.60480154
after_careful_mock,12,0.80395716
after_careful_mock,13,0.6066282
after_careful_mock,14,0.60494506
after_careful_mock,15,0.6025036
after_careful_mock,16,0.8031468
after_careful_mock,17,0.6028826
after_careful_mock,18,0.60609275
after_careful_mock,19,0.6032461
after_careful_mock,20,0.60254663
after_careful_mock,21,0.6027965
after_careful_mock,22,0.80280083
after_careful_mock,23,0.60413325
after_careful_mock,24,0.6026126
after_careful_mock,25,0.60265875
after_careful_mock,26,0.60565025
after_careful_mock,27,0.6029528
after_careful_mock,28,0.60302144
after_careful_mock,29,0.60324514
after_careful_mock,30,0.6052433
after_careful_mock,31,0.60313106
after_careful_mock,32,0.60258865
after_careful_mock,33,0.60301816
after_careful_mock,34,0.6027648
after_careful_mock,35,0.8031184
after_careful_mock,36,0.60546404
after_careful_mock,37,0.60247844
after_careful_mock,38,0.60274154
after_careful_mock,39,0.60302675
after_careful_mock,40,0.8030318
