version,run_number,energibridge_time_sec
before,1,52.305794
before,2,10.423577
before,3,8.4171715
before,4,6.61696
before,5,6.4128294
before,6,6.212207
before,7,6.409285
before,8,7.2141747
before,9,6.212042
before,10,7.814872
before,11,6.6123037
before,12,6.61107
before,13,6.014032
before,14,6.2106643
before,15,6.414195
before,16,6.212677
before,17,6.4136925
before,18,6.4116273
before,19,6.213577
before,20,6.4125085
before,21,6.4125023
before,22,6.212736
before,23,6.4123487
before,24,5.8141904
before,25,6.4112024
before,26,6.009039
before,27,6.2110457
before,28,7.612205
before,29,6.6127863
before,30,6.4105644
before,31,6.013165
before,32,6.414122
before,33,6.2065167
before,34,6.614357
before,35,6.0131187
before,36,5.8108835
before,37,6.4120483
before,38,6.41101
before,39,6.4129267
before,40,6.4150815
after_careful_mock,1,3.0051503
after_careful_mock,2,3.005372
after_careful_mock,3,3.0038943
after_careful_mock,4,3.0051143
after_careful_mock,5,3.0071948
after_careful_mock,6,3.0059764
after_careful_mock,7,3.0060225
after_careful_mock,8,3.0066814
after_careful_mock,9,3.005092
after_careful_mock,10,3.003702
after_careful_mock,11,3.2064776
after_careful_mock,12,3.0074313
after_careful_mock,13,3.005233
after_careful_mock,14,3.0066895
after_careful_mock,15,3.0057561
after_careful_mock,16,3.007668
after_careful_mock,17,3.004694
after_careful_mock,18,3.00688
after_careful_mock,19,3.005598
after_careful_mock,20,3.0068617
after_careful_mock,21,3.0032904
after_careful_mock,22,3.0053627
after_careful_mock,24,3.005961
after_careful_mock,25,3.0075765
after_careful_mock,26,3.0052686
after_careful_mock,27,3.0041807
after_careful_mock,28,3.0053446
after_careful_mock,29,3.0050628
after_careful_mock,30,3.0080233
after_careful_mock,31,3.0041776
after_careful_mock,32,3.0040681
after_careful_mock,33,3.0045836
after_careful_mock,34,3.0058942
after_careful_mock,35,3.0044084
after_careful_mock,36,3.006851
after_careful_mock,37,3.0030015
after_careful_mock,38,3.0060337
after_careful_mock,39,3.007069
after_careful_mock,40,3.0038831
