version,run_number,energibridge_time_sec
before,1,129.03638
before,2,131.17537
before,3,126.35447
before,4,132.21161
before,6,128.21608
before,7,120.6048
before,8,122.36688
before,9,122.13306
before,10,139.72371
before,11,118.617424
before,12,132.46204
before,13,131.31134
before,14,123.37417
before,15,124.657074
before,16,130.86803
before,17,130.7531
before,18,120.082085
before,19,128.22496
before,20,129.6834
before,21,130.29478
before,23,135.97742
before,24,120.08985
before,25,125.85385
before,26,125.98286
before,27,139.76352
before,28,127.16935
before,29,136.59943
before,30,134.19934
before,31,121.5806
before,32,123.889175
before,33,131.76146
before,34,136.34029
before,35,130.43188
before,36,135.86176
before,37,125.49647
before,38,129.7311
before,40,133.32063
after,1,107.141205
after,2,104.53469
after,3,104.13178
after,4,98.65695
after,5,115.54232
after,6,104.61405
after,7,99.77866
after,8,114.37709
after,9,111.27447
after,10,106.74876
after,11,101.68942
after,12,98.22551
after,13,113.53787
after,14,110.18383
after,15,111.15953
after,16,111.623924
after,17,107.758316
after,18,106.48522
after,20,115.67212
after,21,109.86464
after,22,108.870964
after,23,111.69816
after,24,107.7219
after,25,99.46021
after,26,101.46469
after,27,113.32798
after,28,113.96387
after,29,103.34792
after,30,110.372406
after,31,104.35908
after,32,103.29983
after,33,105.42834
after,34,104.99607
after,35,107.03461
after,36,108.85546
after,37,112.295166
after,38,101.11727
after,40,105.84128
