version,run_number,energibridge_time_sec
before,1,104.65393
before,2,27.055948
before,3,56.936428
before,4,26.661974
before,5,113.28941
before,6,26.661236
before,7,27.065758
before,8,27.666702
before,9,27.26545
before,10,26.662493
before,11,27.262728
before,12,27.06589
before,13,27.262108
before,14,26.660757
before,15,27.26486
before,16,27.061451
before,17,36.0817
before,18,27.061619
before,19,27.4666
before,20,27.466593
before,21,27.064226
before,22,56.93916
before,23,27.267698
before,24,27.26181
before,25,27.4712
before,26,27.265749
before,27,27.060553
before,28,135.31274
before,29,27.265656
before,30,27.66574
before,31,27.06619
before,32,57.140198
before,33,81.19931
before,34,27.26234
before,35,27.462023
before,36,26.864065
before,37,27.264555
before,38,26.663225
before,39,27.064837
before,40,46.308006
after,1,4.00458
after,2,4.0088673
after,3,4.0049934
after,4,4.0076404
after,5,4.006349
after,6,4.007585
after,7,4.007277
after,8,4.0070076
after,9,4.004622
after,10,4.007887
after,11,4.0062785
after,12,4.008754
after,13,4.0051384
after,14,4.007405
after,15,4.005711
after,16,4.008307
after,17,4.0091586
after,18,4.0082874
after,19,4.008035
after,20,4.007038
after,21,4.0062532
after,22,4.0089192
after,23,4.0051155
after,24,4.0096855
after,25,4.0093656
after,26,4.0072827
after,27,4.005631
after,28,4.0046525
after,29,4.0072145
after,30,4.0070114
after,31,4.005683
after,32,4.005326
after,33,4.0080357
after,34,4.0067554
after,35,4.0070324
after,36,4.005817
after,37,4.0067697
after,38,4.006566
after,39,4.0072145
after,40,4.0053635
