version,run_number,energibridge_time_sec
before,1,54.835777
before,2,46.829926
before,3,53.432144
before,4,49.83146
before,5,50.631496
before,6,47.228336
before,7,52.83242
before,8,50.829624
before,9,66.43756
before,10,57.234573
before,11,52.63415
before,12,72.439644
