version,run_number,energibridge_time_sec
before,1,216.00224
before,2,488.9719
before,3,225.40031
before,5,212.97902
before,6,356.36316
before,7,227.82513
before,8,342.71246
before,9,338.1942
before,10,346.96246
before,11,208.18895
before,12,342.0476
before,13,361.80093
before,14,267.12003
before,15,398.3823
before,16,404.20428
before,17,232.31636
before,18,263.9316
before,19,253.92441
before,20,391.40158
before,21,245.59225
before,22,407.88644
before,23,245.16298
before,24,262.74942
before,25,395.09692
before,26,207.76721
before,28,380.67
before,29,244.94136
before,30,244.34383
before,31,511.32642
before,32,548.98615
before,33,647.2239
before,34,244.75128
before,35,631.2149
before,36,503.23535
before,37,477.73474
before,38,347.2134
before,39,386.40842
before,40,246.73767
after_careful_mock,1,30.817781
after_careful_mock,2,33.816643
after_careful_mock,3,31.254435
after_careful_mock,4,33.018673
after_careful_mock,5,29.224201
after_careful_mock,6,30.23148
after_careful_mock,7,33.23034
after_careful_mock,8,33.629772
after_careful_mock,9,34.428
after_careful_mock,10,51.232468
after_careful_mock,11,41.021027
after_careful_mock,12,38.22324
after_careful_mock,13,30.224037
after_careful_mock,14,32.02118
after_careful_mock,15,32.41867
after_careful_mock,16,32.219257
after_careful_mock,17,31.418093
after_careful_mock,18,33.41756
after_careful_mock,19,35.21832
after_careful_mock,20,34.218075
after_careful_mock,21,31.217558
after_careful_mock,22,32.417442
after_careful_mock,23,32.818848
after_careful_mock,24,38.019676
after_careful_mock,25,33.619217
after_careful_mock,26,33.21709
after_careful_mock,27,30.631393
after_careful_mock,28,28.815979
after_careful_mock,29,29.027647
after_careful_mock,30,30.026781
after_careful_mock,31,35.63264
after_careful_mock,32,34.8338
after_careful_mock,33,33.024403
after_careful_mock,34,32.62379
after_careful_mock,35,35.224022
after_careful_mock,36,35.423798
after_careful_mock,37,34.622723
after_careful_mock,38,32.827343
after_careful_mock,39,32.822994
after_careful_mock,40,37.025684
