version,run_number,energibridge_time_sec
before,1,139.10802
before,2,124.0947
before,3,123.10405
before,4,122.7049
before,5,122.49348
before,6,123.092896
before,7,123.9114
before,8,124.092476
before,9,124.11065
before,10,125.10397
before,11,123.90583
before,12,124.09608
before,13,122.68923
before,14,124.10188
before,15,122.70746
before,16,124.499664
before,17,122.89923
before,18,122.517746
before,19,123.898125
before,20,123.7049
before,21,122.51436
before,22,124.29299
before,24,124.69989
before,25,122.90178
before,26,123.29524
before,27,124.30879
before,28,122.90091
before,29,123.2882
before,30,122.91009
before,31,124.5064
before,32,124.49505
before,33,123.10698
before,34,122.700645
before,35,122.7096
before,36,124.102104
before,37,124.50827
before,38,124.51135
before,39,122.69577
before,40,122.28988
after,1,3.6047819
after,2,3.208191
after,3,3.2064981
after,4,3.2055244
after,5,3.2075877
after,6,3.204184
after,7,3.204845
after,8,3.2038445
after,9,3.2072682
after,10,3.2051532
after,11,3.2080295
after,12,3.2064586
after,13,3.206144
after,14,3.2073653
after,15,3.2054174
after,16,3.207373
after,17,3.205093
after,18,3.2079303
after,19,3.20659
after,20,3.208619
after,21,3.2051039
after,22,3.204297
after,23,3.2067606
after,24,3.207111
after,25,3.2060585
after,26,3.2046978
after,27,3.206555
after,28,3.2051506
after,29,3.206361
after,30,3.2084627
after,31,3.2064106
after,32,3.204147
after,33,3.2071104
after,34,3.205714
after,35,3.2051086
after,36,3.2036736
after,37,3.2068222
after,38,3.206212
after,39,3.2052639
after,40,3.2070339
