version,run_number,energibridge_time_sec
before,1,16.434061
before,2,14.831277
before,3,14.629069
before,4,14.425124
before,5,14.826732
before,6,14.225809
before,7,15.837127
before,8,14.428387
before,9,14.227001
before,10,14.626631
before,11,14.826125
before,12,14.429516
before,13,14.428518
before,14,14.230125
before,15,17.032898
before,16,15.030549
before,17,14.628291
before,18,14.628864
before,19,14.626947
before,20,14.229244
before,21,14.430042
before,22,14.027112
before,23,14.428658
before,24,20.842783
before,25,15.028965
before,26,15.229163
before,27,15.030336
before,28,14.429411
before,29,14.833419
before,30,15.431806
before,31,15.22727
before,32,15.629696
before,33,14.826547
before,34,15.227701
before,35,14.628758
before,36,14.626587
before,37,14.8243
before,38,14.83422
before,39,14.4287405
before,40,14.630047
after_careful_mock,1,9.614419
after_careful_mock,2,9.616695
after_careful_mock,3,9.81642
after_careful_mock,4,9.820705
after_careful_mock,5,9.419523
after_careful_mock,6,9.617945
after_careful_mock,7,9.416256
after_careful_mock,8,9.417929
after_careful_mock,9,9.418391
after_careful_mock,10,9.815726
after_careful_mock,11,9.619377
after_careful_mock,12,10.017275
after_careful_mock,13,9.815296
after_careful_mock,14,10.019161
after_careful_mock,15,9.616773
after_careful_mock,16,9.619415
after_careful_mock,17,9.417701
after_careful_mock,18,9.617404
after_careful_mock,19,9.416455
after_careful_mock,20,9.618073
after_careful_mock,21,9.417953
after_careful_mock,22,9.417449
after_careful_mock,23,9.617045
after_careful_mock,24,9.81298
after_careful_mock,25,9.817192
after_careful_mock,26,9.41788
after_careful_mock,27,9.617108
after_careful_mock,28,9.616436
after_careful_mock,29,9.616133
after_careful_mock,30,9.819988
after_careful_mock,31,9.614968
after_careful_mock,32,9.4184065
after_careful_mock,33,9.418018
after_careful_mock,34,9.614246
after_careful_mock,35,9.420313
after_careful_mock,36,9.815315
after_careful_mock,37,9.41825
after_careful_mock,38,9.819658
after_careful_mock,39,10.018103
after_careful_mock,40,9.614986
