version,run_number,energibridge_time_sec
before,1,126.866516
before,2,127.049736
before,3,127.074326
before,4,127.07435
before,5,127.077034
before,6,127.06617
before,7,127.0645
before,8,127.061066
before,9,127.05149
before,10,127.06617
before,11,127.08231
before,12,127.063866
before,13,127.06276
before,14,127.082115
before,15,127.067215
before,16,127.077415
before,17,127.07285
before,18,127.0677
before,19,127.06318
before,20,127.07774
before,21,127.06892
before,22,127.07532
before,23,127.07281
before,24,127.07163
before,25,127.07383
before,26,127.071724
before,27,127.06419
before,28,127.071045
before,29,127.077866
before,30,127.04962
before,31,127.08194
before,32,127.071495
before,33,127.06025
before,34,127.080444
before,35,127.0753
before,36,127.09252
before,37,127.07587
before,38,127.06529
before,39,127.04115
before,40,127.08149
after_careful_mock,1,7.2070565
after_careful_mock,2,7.0081916
after_careful_mock,3,7.0096188
after_careful_mock,4,7.008197
after_careful_mock,5,7.209441
after_careful_mock,6,7.2076087
after_careful_mock,7,7.0068607
after_careful_mock,8,7.0070276
after_careful_mock,9,7.0064383
after_careful_mock,10,7.0072346
after_careful_mock,11,7.009074
after_careful_mock,12,7.008274
after_careful_mock,13,7.2090464
after_careful_mock,14,7.2071943
after_careful_mock,15,7.2083187
after_careful_mock,16,7.2061667
after_careful_mock,17,7.2065997
after_careful_mock,18,7.2081194
after_careful_mock,19,7.011276
after_careful_mock,20,7.2094154
after_careful_mock,21,7.0069003
after_careful_mock,22,7.206695
after_careful_mock,23,7.208256
after_careful_mock,24,7.210075
after_careful_mock,25,7.2098827
after_careful_mock,26,7.2063427
after_careful_mock,27,7.2072153
after_careful_mock,28,7.008881
after_careful_mock,29,7.006795
after_careful_mock,30,7.2075973
after_careful_mock,31,7.211694
after_careful_mock,32,7.2087297
after_careful_mock,33,7.2093143
after_careful_mock,34,7.005643
after_careful_mock,35,7.2063227
after_careful_mock,36,7.0070753
after_careful_mock,37,7.2062807
after_careful_mock,38,7.008697
after_careful_mock,39,7.207734
after_careful_mock,40,7.0064774
