version,run_number,energibridge_time_sec
before,1,322.73328
before,2,303.74768
before,3,321.12225
before,4,318.7331
before,5,298.51443
before,6,302.71426
before,7,307.7287
before,8,312.77002
before,9,315.17276
before,10,314.15918
before,11,318.53687
before,12,319.5731
before,13,306.93335
before,15,321.35123
before,16,297.90845
before,17,308.9104
before,18,295.33807
before,19,292.5392
before,20,309.9583
before,21,298.50012
before,22,312.34286
before,23,312.92712
before,24,312.35013
before,25,307.55093
before,26,318.54077
before,27,316.72043
before,28,300.31793
before,30,292.94214
before,31,307.7202
before,32,305.94748
before,33,302.73416
before,34,306.3093
before,35,320.7061
before,36,316.14404
before,37,310.921
before,38,291.95535
before,39,295.9431
before,40,296.33096
after,1,290.35928
after,2,303.78033
after,3,290.51056
after,5,290.53653
after,6,300.70123
after,7,299.91937
after,8,286.3292
after,9,291.7191
after,10,312.54288
after,11,309.5276
after,12,308.3405
after,13,285.5129
after,14,309.5241
after,15,306.5205
after,16,313.76547
after,17,308.32886
after,18,304.14954
after,19,315.75665
after,21,301.32803
after,22,299.9056
after,23,313.11694
after,24,317.15244
after,25,287.09528
after,26,291.53366
after,27,289.30994
after,28,308.7706
after,29,308.51315
after,30,310.53708
after,31,302.73566
after,32,290.31937
after,33,309.72736
after,34,296.33572
after,36,301.1332
after,37,298.1331
after,38,297.33005
after,39,297.10602
after,40,310.7548
