version,run_number,energibridge_time_sec
before,1,3.0045898
before,2,3.0046697
before,3,3.0046027
before,4,3.6035922
before,5,7.0128217
before,6,3.0044193
before,7,3.0044255
before,8,3.004776
before,9,3.0040276
before,10,3.0043485
before,11,3.004495
before,12,3.0044417
before,13,3.0043082
before,14,3.0043
before,15,3.0038652
before,16,3.0033734
before,17,3.0047789
before,18,3.0048048
before,19,3.003855
before,20,3.0046954
before,21,3.0044274
before,22,3.0039732
before,23,3.0046103
before,24,3.0047016
before,25,3.0039673
before,26,3.0046802
before,27,3.0043967
before,28,3.0071766
before,29,2.80341
before,30,3.0044131
before,31,3.0045457
before,32,3.0050027
before,33,3.0047112
before,34,3.0047657
before,35,3.0048711
before,36,3.0040302
before,37,3.0041697
before,38,3.005069
before,39,3.005091
before,40,3.004065
after,1,2.0041091
after,2,2.0037248
after,3,2.0040143
after,4,2.0038295
after,5,2.2029927
after,6,2.203629
after,7,2.0039215
after,8,2.0035176
after,9,2.004008
after,10,2.0049613
after,11,2.0042953
after,12,2.0026457
after,13,2.004026
after,14,2.0047543
after,15,2.00363
after,16,2.0042264
after,17,2.004272
after,18,2.004589
after,19,2.003648
after,20,2.0043197
after,21,2.0026896
after,22,2.003281
after,23,2.0042913
after,24,2.0036464
after,25,2.0036304
after,26,2.0038166
after,27,2.00422
after,28,2.0039327
after,29,2.004862
after,30,2.003486
after,31,2.002712
after,32,2.0037823
after,33,2.003428
after,34,2.0037766
after,35,2.0044088
after,36,2.00421
after,37,2.0029705
after,38,2.0045564
after,39,2.0036478
after,40,2.00353
