version,run_number,energibridge_time_sec
before,1,2.2057939
before,2,2.2059772
before,3,2.2068608
before,4,2.206217
before,5,2.2053945
before,6,2.2064848
before,7,2.206038
before,8,2.2064204
before,9,2.2067258
before,10,2.2067695
before,11,2.206293
before,12,2.2065756
before,13,2.20728
before,14,2.206535
before,15,2.2066445
before,16,2.2080612
before,17,2.207683
before,18,2.206398
before,19,2.2063963
before,20,2.2071624
before,21,2.207274
before,22,2.0072892
before,23,2.2050338
before,24,2.207392
before,25,2.2048566
before,26,2.205715
before,27,2.2066114
before,28,2.2068062
before,29,2.2061114
before,30,2.206434
before,31,2.2077754
before,32,2.204685
before,33,2.2066667
before,34,2.2062843
before,35,2.207028
before,36,2.2066383
before,37,2.2049375
before,38,2.2061815
before,39,2.0065575
before,40,2.2054687
after,1,2.2068696
after,2,2.2079756
after,3,2.2071013
after,4,2.2077584
after,5,2.2076511
after,6,2.2081573
after,7,2.2051768
after,8,2.2080903
after,9,2.2080104
after,10,2.2081513
after,11,2.2082148
after,12,2.2068148
after,13,2.2079833
after,14,2.2068725
after,15,2.2075975
after,16,2.206137
after,17,2.0063105
after,18,2.2072587
after,19,2.2057388
after,20,2.207825
after,21,2.208234
after,22,2.2073765
after,23,2.2077367
after,24,2.2089815
after,25,2.2053761
after,26,2.2069228
after,27,2.2077074
after,28,2.2075438
after,29,2.206966
after,30,2.2061975
after,31,2.2065084
after,32,2.2075677
after,33,2.207636
after,34,2.2074006
after,35,2.2077904
after,36,2.2082992
after,37,2.2069633
after,38,2.2065775
after,39,2.2077522
after,40,2.2065961
