version,run_number,energibridge_time_sec
before,1,5.4096665
before,2,5.409277
before,3,5.2082725
before,4,5.209448
before,5,5.4119406
before,6,5.4090734
before,7,5.4118185
before,8,5.2092814
before,9,5.2069697
before,10,5.4084077
before,11,5.2101173
before,12,5.216221
before,13,5.4092693
before,14,5.2069206
before,15,5.4095354
before,16,5.2123866
before,17,5.405978
before,18,5.209212
before,19,5.413684
before,20,5.4048643
before,21,5.4065905
before,22,5.2062097
before,23,5.2069883
before,24,5.4083734
before,25,5.409486
before,26,5.2149534
before,27,5.408332
before,28,5.2085547
before,29,5.4078455
before,30,5.4136634
after,1,1.6086428
after,2,1.6131635
after,3,1.6116581
after,4,1.6095282
after,5,1.608927
after,6,1.6079459
after,7,1.6067404
after,8,1.6119874
after,9,1.6072748
after,10,1.6071963
after,11,1.607169
after,12,1.6034305
after,13,1.6099974
after,14,1.6064118
after,15,1.6089811
after,16,1.6045033
after,17,1.6107402
after,18,1.6091106
after,19,1.6111622
after,20,1.6112852
after,21,1.6074121
after,22,1.6069127
after,23,1.6039908
after,24,1.6050361
after,25,1.6042817
after,26,1.6052444
after,27,1.6079102
after,28,1.6107395
after,29,1.6071026
after,30,1.6080079
