version,run_number,energibridge_time_sec
before,1,60.038086
before,3,57.837204
before,4,57.629272
before,5,53.833927
before,6,66.838905
before,7,57.435234
before,8,55.63306
before,9,56.825184
before,10,57.036278
before,11,57.02882
before,12,71.45617
before,13,59.03869
before,14,58.830273
before,15,59.840714
before,16,59.63579
before,17,58.433094
before,18,53.830048
before,19,58.629528
before,20,57.439655
before,21,58.63008
before,22,59.63449
before,23,56.63141
before,24,67.84711
before,25,71.85581
before,26,60.237976
before,27,61.838425
before,28,68.65222
before,29,62.043755
before,30,60.2324
before,31,57.232517
before,32,59.63395
before,33,63.84462
before,34,58.843456
before,35,50.834454
before,36,58.634445
before,37,56.033546
before,38,59.03187
before,39,57.230167
before,40,59.842197
