version,run_number,energibridge_time_sec
before,1,3.6079605
before,2,3.6095881
before,3,3.608731
before,4,3.6087115
before,5,3.6071665
before,6,3.6101851
before,7,3.608078
before,8,3.611249
before,9,3.6100547
before,10,3.6079016
before,11,3.6086845
before,12,3.6084018
before,13,3.6092453
before,14,3.6069813
before,15,3.6087558
before,16,3.6087584
before,17,3.6108496
before,18,3.606782
before,19,3.6093714
before,20,3.608538
before,21,3.6084504
before,22,3.6080747
before,23,3.6077924
before,24,3.6070495
before,25,3.6085458
before,26,3.6124232
before,27,3.6109722
before,28,3.6056585
before,29,3.6094756
before,30,3.609058
before,31,3.6071098
before,32,3.6089454
before,33,3.6101701
before,34,3.6116896
before,35,3.608502
before,36,3.6089823
before,37,3.6076257
before,38,3.8076587
before,39,3.6074028
before,40,3.6078918
after_careful_mock,1,1.6027174
after_careful_mock,2,1.6036932
after_careful_mock,3,1.6036805
after_careful_mock,4,1.6046711
after_careful_mock,5,1.603611
after_careful_mock,6,1.6035001
after_careful_mock,7,1.6043555
after_careful_mock,8,1.6036664
after_careful_mock,9,1.8035378
after_careful_mock,10,1.6032288
after_careful_mock,11,1.6033094
after_careful_mock,12,1.6041498
after_careful_mock,13,1.6055715
after_careful_mock,14,1.603365
after_careful_mock,15,1.6037107
after_careful_mock,16,1.6065006
after_careful_mock,17,1.606205
after_careful_mock,18,1.6041327
after_careful_mock,19,1.603651
after_careful_mock,20,1.6034868
after_careful_mock,21,1.603431
after_careful_mock,22,1.6022663
after_careful_mock,23,1.6051219
after_careful_mock,24,1.6034578
after_careful_mock,25,1.6056001
after_careful_mock,26,1.6038688
after_careful_mock,27,1.60587
after_careful_mock,28,1.6056737
after_careful_mock,29,1.603081
after_careful_mock,30,1.6033158
after_careful_mock,31,1.8030665
after_careful_mock,32,1.6030924
after_careful_mock,33,1.6037351
after_careful_mock,34,1.60744
after_careful_mock,35,1.6029983
after_careful_mock,36,1.6033535
after_careful_mock,37,1.6077042
after_careful_mock,38,1.6056287
after_careful_mock,39,1.6051613
after_careful_mock,40,1.6034048
