version,run_number,energibridge_time_sec
before,1,6.0095797
before,2,5.2078857
before,3,5.6090074
before,4,5.607977
before,5,5.209799
before,6,5.207614
before,7,5.206042
before,8,5.2071233
before,9,5.209312
before,10,5.6089234
before,11,5.408975
before,12,5.206909
before,13,5.407873
before,14,5.2086234
before,15,5.2051487
before,16,5.4072857
before,17,5.2066045
before,18,5.8099227
before,19,5.408442
before,20,5.20674
before,21,4.2067404
before,22,3.8061092
before,23,3.8062952
before,24,3.8067005
before,25,3.8066018
before,26,3.6046839
before,27,3.6062331
before,28,3.6048326
before,29,4.2081184
before,30,3.6072054
before,31,4.006826
before,32,3.6065814
before,33,4.007405
before,34,3.4050782
before,35,4.0080934
before,36,4.0070567
before,37,4.006081
before,38,3.8069212
before,39,3.6063313
before,40,3.6065454
after,1,0.6035886
after,2,0.6025703
after,3,0.60301346
after,4,0.6031014
after,5,0.60300577
after,6,0.60222185
after,7,0.603163
after,8,0.6034294
after,9,0.60310185
after,10,0.60295993
after,11,0.60294753
after,12,0.6029835
after,13,0.6025672
after,14,0.6029204
after,15,0.60327065
after,16,0.60307306
after,17,0.6036941
after,18,0.60289204
after,19,0.6035831
after,20,0.6033636
after,21,0.6032523
after,22,0.60242903
after,23,0.6031858
after,24,0.6030375
after,25,0.60336846
after,26,0.60265356
after,27,0.60294896
after,28,0.6034696
after,29,0.6032727
after,30,0.60299134
after,31,0.60325384
after,32,0.60338724
after,33,0.6031371
after,34,0.60413206
after,35,0.6040855
after,36,0.6029429
after,37,0.603399
after,38,0.60350245
after,39,0.60315084
after,40,0.6029053
