version,run_number,energibridge_time_sec
before,1,23.618639
before,2,21.426138
before,3,22.228209
before,4,24.027685
before,5,19.421717
before,6,20.019932
before,7,20.022573
before,8,26.230577
before,9,20.219809
before,10,21.020864
before,11,20.621729
before,12,19.62711
before,13,20.82517
before,14,20.02337
before,15,20.623623
before,16,19.821175
before,17,21.223349
before,18,21.223389
before,19,20.623352
before,20,19.623491
before,21,22.427164
before,22,19.62036
before,23,19.22348
before,24,21.425257
before,25,21.2265
before,26,19.22891
before,27,23.427383
before,28,18.625286
before,29,21.025532
before,30,20.021948
before,31,21.22721
before,32,18.824532
before,33,20.42762
before,34,18.4225
before,35,22.826479
before,36,20.623043
before,37,20.222862
before,38,20.222466
before,39,21.828707
before,40,20.423565
after_careful_mock,1,4.204185
after_careful_mock,2,4.204993
after_careful_mock,3,4.204513
after_careful_mock,4,4.20439
after_careful_mock,5,4.2047267
after_careful_mock,6,4.204256
after_careful_mock,7,4.2044425
after_careful_mock,8,4.2049255
after_careful_mock,9,4.403646
after_careful_mock,10,4.203795
after_careful_mock,11,4.2046256
after_careful_mock,12,4.2050543
after_careful_mock,13,4.2037888
after_careful_mock,14,4.204663
after_careful_mock,15,4.2047067
after_careful_mock,16,4.2048144
after_careful_mock,17,4.2046857
after_careful_mock,18,4.2047663
after_careful_mock,19,4.2048116
after_careful_mock,20,4.2045703
after_careful_mock,21,4.204236
after_careful_mock,22,4.2060127
after_careful_mock,23,4.205803
after_careful_mock,24,4.205417
after_careful_mock,25,4.205075
after_careful_mock,26,4.2048473
after_careful_mock,27,4.2051034
after_careful_mock,28,4.204689
after_careful_mock,29,4.2048826
after_careful_mock,30,4.205104
after_careful_mock,31,4.203586
after_careful_mock,32,4.204153
after_careful_mock,33,4.2049756
after_careful_mock,34,4.2043386
after_careful_mock,35,4.404737
after_careful_mock,36,4.4052477
after_careful_mock,37,4.2042456
after_careful_mock,38,4.2051225
after_careful_mock,39,4.204573
after_careful_mock,40,4.2034945
