version,run_number,energibridge_time_sec
before,1,144.87413
before,2,143.27295
before,3,142.67482
before,4,144.67204
before,5,141.87256
before,6,144.27113
before,7,142.07394
before,8,143.87451
before,9,143.47153
before,10,142.67073
before,11,143.27234
before,12,143.87132
before,13,143.27145
before,14,142.67049
before,15,143.87009
before,16,143.26997
before,17,144.6704
before,19,143.27116
before,20,145.4714
before,21,143.07056
before,22,144.27411
before,23,142.47038
before,24,142.86981
before,25,141.47096
before,26,143.06915
before,27,143.87527
before,28,143.27106
before,29,143.67197
before,30,143.47305
before,31,144.07104
before,32,142.07112
before,33,144.07245
before,34,144.07289
before,35,144.27176
before,36,144.27269
before,37,142.47089
before,38,143.6707
before,39,143.47217
before,40,143.87091
after,1,41.827335
after,2,40.02305
after,3,40.022438
after,4,40.223595
after,5,39.822403
after,6,39.622265
after,7,40.022476
after,8,39.822536
after,9,40.021965
after,10,39.622494
after,11,40.22102
after,12,40.022297
after,13,39.42149
after,14,40.023304
after,16,39.822083
after,17,40.023094
after,18,39.82127
after,19,39.823288
after,20,39.421944
after,21,39.622467
after,22,39.622463
after,23,40.02137
after,24,40.024216
after,25,39.621227
after,26,39.62204
after,27,39.421783
after,28,39.622128
after,29,40.221535
after,30,39.822983
after,31,39.423008
after,32,40.023212
after,33,39.82182
after,34,39.82072
after,35,40.22271
after,36,39.821617
after,37,40.021946
after,38,40.02276
after,39,39.822575
after,40,40.021595
