version,run_number,energibridge_time_sec
before,1,6.01153
before,2,6.0112047
before,3,6.011139
before,4,6.011334
before,5,6.0130925
before,6,6.0117908
before,7,6.01122
before,8,6.010619
before,9,6.0117445
before,10,6.0102925
before,11,6.0110745
before,12,6.01113
before,13,6.0112643
before,14,6.0122714
before,15,6.0092597
before,16,6.012684
before,17,6.010843
before,18,6.0111647
before,19,6.0084615
before,20,6.0106544
before,21,6.0125074
before,22,6.010985
before,23,6.0120707
before,24,6.0110335
before,25,6.0115724
before,26,6.011657
before,27,6.01238
before,28,6.01119
before,29,6.014461
before,30,6.2095485
before,31,6.0117464
before,32,6.010661
before,33,6.012077
before,34,6.0120883
before,35,6.0111213
before,36,6.01171
before,37,6.011411
before,38,6.0117626
before,39,6.0110464
before,40,6.0117455
after,1,6.2106943
after,2,6.0099735
after,3,6.0106053
after,4,6.0121255
after,5,6.0105042
after,6,6.0105033
after,7,6.2113605
after,8,6.010522
after,9,6.011973
after,10,6.210668
after,11,6.010962
after,12,6.010611
after,13,6.0125027
after,14,6.0104465
after,15,6.0117626
after,16,6.0106587
after,17,6.21192
after,18,6.0122423
after,19,6.012636
after,20,6.0116677
after,21,6.0103736
after,22,6.0102787
after,23,6.012365
after,24,6.012099
after,25,6.0113626
after,26,6.2114205
after,27,6.0121784
after,28,6.012241
after,29,6.009901
after,30,6.211443
after,31,6.211194
after,32,6.2121596
after,33,6.011816
after,34,6.012249
after,35,6.012146
after,36,6.212458
after,37,6.011025
after,38,6.2107563
after,39,6.0103936
after,40,6.011078
