version,run_number,energibridge_time_sec
before,1,7.208268
before,2,7.0102553
before,3,7.0072722
before,4,7.008225
before,5,7.2060494
before,6,7.007808
before,7,7.005785
before,8,7.0068994
before,9,7.0078444
before,10,7.008505
before,11,7.007026
before,12,7.2080345
before,13,7.2078614
before,14,7.009548
before,15,7.008582
before,16,7.208624
before,17,7.0086703
before,18,7.0097556
before,19,7.207192
before,20,7.0097885
before,21,7.008318
before,22,7.0087614
before,23,7.2090416
before,24,7.2082086
before,25,7.007854
before,26,7.0085936
before,27,7.006498
before,28,7.010209
before,29,7.210826
before,30,7.208522
before,31,7.2094545
before,32,7.006033
before,33,7.009498
before,34,7.007068
before,35,7.0060434
before,36,7.008881
before,37,7.00786
before,38,7.008811
before,39,7.0094156
before,40,7.0064173
after,1,8.209565
after,2,7.0090866
after,3,7.010267
after,4,7.008669
after,5,7.206785
after,6,7.207496
after,7,7.208905
after,8,7.0066037
after,9,7.2088647
after,10,7.00632
after,11,7.0072355
after,12,7.208525
after,13,7.2056565
after,14,7.0074563
after,15,7.2062936
after,16,7.0071816
after,17,7.006957
after,18,7.007672
after,19,7.00745
after,20,7.2072487
after,21,7.00771
after,22,7.207498
after,23,7.009183
after,24,7.008013
after,25,7.0078225
after,26,7.2096205
after,27,7.2061133
after,28,7.0072618
after,29,7.0068564
after,30,7.0083756
after,31,7.0092163
after,32,7.0069695
after,33,7.2085834
after,34,7.2070518
after,35,7.208521
after,36,7.208119
after,37,7.2087564
after,38,7.0088415
after,39,7.0075703
after,40,7.0079556
