version,run_number,energibridge_time_sec
before,1,141.28488
before,2,135.88023
before,3,133.67268
before,4,133.27304
before,5,133.07358
before,6,133.27357
before,7,132.87129
before,8,132.6713
before,10,132.87013
before,11,132.67119
before,12,133.07169
before,13,133.47488
before,14,133.8713
before,15,133.27118
before,16,133.46954
before,17,132.66908
before,18,133.47223
before,19,134.07324
before,20,132.87056
before,21,132.87152
before,22,132.27298
before,23,133.27127
before,24,133.47168
before,25,133.47284
before,26,133.07066
before,27,133.47139
before,28,133.67186
before,29,132.87097
before,30,133.67314
before,31,133.26938
before,32,133.26901
before,33,132.87096
before,34,133.67117
before,35,134.27464
before,36,132.87029
before,37,133.07097
before,38,132.66998
before,39,133.27225
after,1,14.410341
after,2,14.40999
after,3,14.410163
after,4,14.209324
after,5,14.409888
after,6,14.209511
after,7,14.410263
after,8,14.4099
after,9,14.409558
after,10,14.409234
after,11,14.409634
after,12,14.60949
after,13,14.410179
after,14,14.409669
after,15,14.409714
after,16,14.40981
after,17,14.409396
after,18,14.410069
after,19,14.410705
after,20,14.410454
after,21,14.40964
after,22,14.412955
after,23,14.409571
after,24,14.210165
after,25,14.409336
after,26,14.410647
after,27,14.410528
after,28,14.408348
after,29,14.410763
after,30,14.409756
after,31,14.409339
after,32,14.409745
after,33,14.409468
after,34,14.409993
after,35,14.208745
after,36,14.409902
after,37,14.4103365
after,38,14.409675
after,39,14.409933
after,40,14.409786
