version,run_number,energibridge_time_sec
before,1,339.51904
before,3,367.12436
before,4,344.11826
before,5,340.11865
before,6,340.31317
before,7,336.5138
before,8,343.51794
before,10,343.71725
before,11,340.91684
before,12,342.3158
before,13,336.92053
before,14,338.91333
before,15,341.71622
before,17,339.5141
before,18,339.9176
before,19,339.12616
before,20,338.31354
before,21,338.51935
before,22,341.11496
before,24,342.91293
before,25,341.31662
before,26,338.5233
before,27,341.7187
before,28,339.71234
before,29,341.514
before,31,342.3189
before,32,337.31238
before,33,339.31696
before,34,342.7173
before,35,339.7133
before,36,339.11935
before,38,341.91592
before,39,341.71445
before,40,341.9128
after_careful_mock,1,287.30154
after_careful_mock,2,290.8994
after_careful_mock,3,291.1016
after_careful_mock,4,292.49945
after_careful_mock,5,290.8981
after_careful_mock,6,291.29666
after_careful_mock,8,290.09912
after_careful_mock,9,291.30072
after_careful_mock,10,292.69974
after_careful_mock,11,292.2979
after_careful_mock,12,288.50354
after_careful_mock,13,289.89926
after_careful_mock,14,290.50287
after_careful_mock,16,292.29874
after_careful_mock,17,291.89923
after_careful_mock,18,291.50116
after_careful_mock,19,288.90308
after_careful_mock,20,290.0968
after_careful_mock,21,289.70004
after_careful_mock,22,289.29834
after_careful_mock,23,286.29965
after_careful_mock,25,289.3079
after_careful_mock,26,287.3006
after_careful_mock,27,289.9003
after_careful_mock,28,290.30304
after_careful_mock,29,289.6987
after_careful_mock,30,290.09927
after_careful_mock,31,288.89694
after_careful_mock,33,290.5006
after_careful_mock,34,287.5004
after_careful_mock,35,289.2993
after_careful_mock,36,285.29703
after_careful_mock,37,288.89932
after_careful_mock,38,288.4994
after_careful_mock,39,288.30078
after_careful_mock,40,288.89807
