version,run_number,energibridge_time_sec
before,1,85.26078
before,2,83.85891
before,3,84.659195
before,4,84.06154
before,5,83.65797
before,6,85.45893
before,7,83.85686
before,8,85.66035
before,9,83.454544
before,10,83.25403
before,11,83.25613
before,12,84.25716
before,13,83.25879
before,14,83.25492
before,15,83.85618
before,16,84.657974
before,17,83.86082
before,18,83.86189
before,19,84.85552
before,20,83.4562
before,21,84.259926
before,22,84.25525
before,23,84.256485
before,24,86.05911
before,25,84.85954
before,26,84.659454
before,27,84.054504
before,28,85.458534
before,29,83.2568
before,30,83.656136
before,31,82.85745
before,32,83.256325
before,33,83.45345
before,34,84.45775
before,35,85.257866
before,36,82.65581
before,37,84.462875
before,38,85.45508
before,39,84.05778
before,40,83.85869
after,1,86.05861
after,2,84.456314
after,4,84.45455
after,5,84.055336
after,6,82.6565
after,7,82.657684
after,8,83.6588
after,9,84.259125
after,10,84.05714
after,11,85.458786
after,12,83.456375
after,13,83.854485
after,14,84.05514
after,15,82.65417
after,16,83.655
after,17,83.05138
after,18,84.858734
after,19,84.656944
after,20,83.8547
after,21,83.45469
after,22,84.05869
after,23,84.05852
after,24,83.855865
after,25,82.2519
after,26,84.055626
after,27,83.46024
after,28,83.65505
after,29,83.05834
after,30,82.855255
after,31,84.85621
after,32,84.45608
after,33,82.25566
after,34,84.055824
after,35,84.25444
after,36,83.05669
after,37,83.45906
after,38,83.25555
after,39,84.85713
after,40,83.654045
