version,run_number,energibridge_time_sec
before,1,19.028202
before,2,15.828316
before,3,16.42964
before,4,18.83572
before,5,17.433632
before,6,17.43306
before,7,19.834011
before,8,19.43936
before,9,17.23075
before,10,18.635115
before,11,20.236553
before,12,18.634699
before,13,16.825428
before,14,17.429039
before,15,20.037405
before,16,17.029121
before,17,17.832413
before,18,17.228615
before,19,16.833372
before,20,18.033726
before,21,18.236374
before,22,20.037886
before,23,20.235216
before,24,18.833963
before,25,19.036652
before,26,17.02904
before,27,18.833624
before,28,18.635012
before,29,19.839962
before,30,20.04145
before,31,15.827261
before,32,16.629799
before,33,19.043003
before,34,16.226904
before,35,18.428286
before,36,18.832457
before,37,18.438904
before,38,17.030836
before,39,18.237478
before,40,16.832106
after_careful_mock,1,17.436964
after_careful_mock,2,18.632614
after_careful_mock,3,18.633234
after_careful_mock,4,17.231796
after_careful_mock,5,19.631227
after_careful_mock,6,18.634491
after_careful_mock,7,15.831931
after_careful_mock,8,18.831987
after_careful_mock,9,19.229076
after_careful_mock,10,17.03121
after_careful_mock,11,16.828032
after_careful_mock,12,18.030472
after_careful_mock,13,16.028072
after_careful_mock,14,15.225321
after_careful_mock,15,15.821762
after_careful_mock,16,16.830746
after_careful_mock,17,16.226236
after_careful_mock,18,16.625378
after_careful_mock,19,17.035074
after_careful_mock,20,16.831161
after_careful_mock,21,19.629597
after_careful_mock,22,18.833755
after_careful_mock,23,18.034733
after_careful_mock,24,16.624708
after_careful_mock,25,19.234982
after_careful_mock,26,17.030354
after_careful_mock,27,18.43253
after_careful_mock,28,20.436127
after_careful_mock,29,16.22803
after_careful_mock,30,18.235613
after_careful_mock,31,23.243286
after_careful_mock,32,18.233364
after_careful_mock,33,19.036316
after_careful_mock,34,15.825016
after_careful_mock,35,17.432953
after_careful_mock,36,20.636515
after_careful_mock,37,18.033659
after_careful_mock,38,16.630512
after_careful_mock,39,17.427612
after_careful_mock,40,16.234165
