version,run_number,energibridge_time_sec
before,1,46.219856
before,2,46.42285
before,3,45.82213
before,4,46.02209
before,5,45.82308
before,6,46.02237
before,7,45.42396
before,8,45.42348
before,9,45.821938
before,10,46.62374
before,11,46.02203
before,12,45.62127
before,13,45.62566
before,14,45.22202
before,15,46.02418
before,16,46.621456
before,17,46.021885
before,18,46.223324
before,19,46.023525
before,21,46.023216
before,22,45.62338
before,23,45.8219
before,24,46.02344
before,25,45.82267
before,26,46.420303
before,27,45.622288
before,28,46.223194
before,29,45.42117
before,30,45.822876
before,31,45.62216
before,32,45.82278
before,33,45.822815
before,34,46.019947
before,35,46.02254
before,36,46.2235
before,37,46.222103
before,38,45.621628
before,39,46.22353
before,40,46.01933
after_careful_mock,1,44.82145
after_careful_mock,2,43.620773
after_careful_mock,3,43.621025
after_careful_mock,4,44.22452
after_careful_mock,5,44.021965
after_careful_mock,6,43.81833
after_careful_mock,7,44.22203
after_careful_mock,8,43.82135
after_careful_mock,9,44.221798
after_careful_mock,10,44.42198
after_careful_mock,11,43.822937
after_careful_mock,12,43.622215
after_careful_mock,13,44.021385
after_careful_mock,14,43.820282
after_careful_mock,15,43.621502
after_careful_mock,16,43.821545
after_careful_mock,17,44.02049
after_careful_mock,18,44.22095
after_careful_mock,19,43.419994
after_careful_mock,20,43.62247
after_careful_mock,21,43.821552
after_careful_mock,22,44.022182
after_careful_mock,23,43.821865
after_careful_mock,24,43.82068
after_careful_mock,25,44.22143
after_careful_mock,26,43.820705
after_careful_mock,27,44.21982
after_careful_mock,28,43.821655
after_careful_mock,29,44.222527
after_careful_mock,30,43.82052
after_careful_mock,31,43.620773
after_careful_mock,32,43.62102
after_careful_mock,33,43.82124
after_careful_mock,34,44.021873
after_careful_mock,35,44.02705
after_careful_mock,36,43.622204
after_careful_mock,37,43.821815
after_careful_mock,38,43.619656
after_careful_mock,39,43.621315
after_careful_mock,40,44.221645
