version,run_number,test_name,test_path,phase,duration_sec,total_test_time
before,1,test_ucx_store,tests/store/dim/ucx_test.py::test_ucx_store,call,0.01,0.03
before,2,test_ucx_store,tests/store/dim/ucx_test.py::test_ucx_store,call,0.01,0.03
