version,run_number,energibridge_time_sec
before,1,1.0039876
before,2,0.40187338
before,3,0.60334635
before,4,0.40321666
before,5,0.6028247
before,6,0.40243512
before,7,0.40333426
before,8,0.40235278
before,9,0.40183508
before,10,0.4027491
before,11,0.402179
before,12,0.60388166
before,13,0.6029251
before,14,0.6037649
before,15,0.60302335
before,16,0.40299457
before,17,0.40283749
before,18,0.40260273
before,19,0.40253556
before,20,0.40219864
before,21,0.40353432
before,22,0.6034636
before,23,0.6029097
before,24,0.60293204
before,25,0.803511
before,26,0.60197455
before,27,0.6028973
before,28,0.6037123
before,29,0.6032715
before,30,0.40262434
before,31,0.603352
before,32,0.6035458
before,33,0.40254766
before,34,0.603085
before,35,0.40175632
before,36,0.40388367
before,37,0.8034136
before,38,0.6038436
before,39,0.60333866
before,40,0.60352564
after,1,0.6031766
after,2,0.80376893
after,3,0.6032541
after,4,0.60290486
after,5,0.60286826
after,6,0.60378736
after,7,0.4032417
after,8,0.4026352
after,9,0.6028899
after,10,0.602597
after,11,0.60289824
after,12,0.60346437
after,13,0.6033277
after,14,0.6029079
after,15,0.8037211
after,16,0.40292233
after,17,0.4023202
after,18,0.8036601
after,19,0.80393964
after,20,0.4023932
after,21,0.40443182
after,22,0.4025097
after,23,0.40285587
after,24,0.40203753
after,25,0.6035127
after,26,0.40293157
after,27,0.40269503
after,28,0.40261
after,29,0.6036487
after,30,0.40290934
after,31,0.40404576
after,32,0.4020081
after,33,0.60230386
after,34,0.4029154
after,35,0.60294676
after,36,0.60400337
after,37,0.6029866
after,38,0.6028227
after,39,0.40198502
after,40,0.6032086
